"","vpdphy","mpdphy","sespd_cha$pd.obs.z","vpdfunc","mpdfunc","sespdfunc_cha$pd.obs.z","riq"
"6070486950",1847.16796776396,145.459625163492,-0.774430519974521,0.375533814557016,2.75090792423489,-1.63970620090834,36
"6070490160",2239.72137260153,127.997496883117,-0.724112679430838,0.494038795936201,2.63839571706418,-1.04138912303382,22
"6070490170",1830.81399625216,142.753152406897,-1.58945871352914,0.288598060746257,2.86613952395241,0.769661913048385,30
"6070491900",1831.80148984349,144.609653555138,-0.577287570447749,0.329203307560381,2.76989068990576,0.135392051433568,131
"6070499420",2173.35323791083,131.588231719873,0.18936693083611,0.483747364281813,2.59328139353584,-1.16201601025951,44
"6070500380",1451.01295911405,151.017868142857,0.64501992623648,0.236188407374487,2.92629720004594,0.804697780798264,21
"6070502810",1756.40418929552,144.797838311688,0.947604908136738,0.403001672909178,2.74762059597939,-0.61373053285136,22
"6070503540",1756.50784802482,144.304355690598,-0.548453947311535,0.330133115750598,2.78713985217755,0.0134217866186629,91
"6070503590",1747.53502799222,145.899815954386,0.688873629061046,0.363154240540148,2.78935601045207,-1.04589257161382,96
"6070509190",1658.34066610885,147.755503653719,1.07434417239262,0.335227302414536,2.82551156052466,-0.258119485244808,82
"6070509200",1742.92502340754,143.474525325606,0.140745649204043,0.349100547973119,2.7827317375801,-0.196647256786939,106
"6070516530",1797.76295216274,142.606130742256,0.379633972865149,0.379862362340752,2.77628398292471,-0.920031533002266,59
"6070516540",1905.96087954844,141.696649746377,-0.797472869011408,0.328851158113976,2.67525741322176,-0.155068356596813,24
"6070522510",2112.75857130938,141.947827642308,-1.32397526955716,0.456377691459965,2.75884359958259,-1.33474821190014,40
"6070522650",1769.01639356178,142.327160781746,-0.0857900304994988,0.41502413838581,2.71998199378629,-1.55402650101318,64
"6070523850",2102.86265688046,103.192299536232,-1.9341491307001,0.512004173143702,2.14030804758101,-3.58456861507696,24
"6070526660",1922.16796557171,105.44102248,-1.70969521994209,0.449764909597975,2.27661255762045,-2.0699977216285,26
"6070527670",1864.38213591034,143.105184907563,-0.388418079086232,0.29699989749637,2.84495123789193,1.18222835053047,35
"6070528770",1645.60081345407,147.263828301202,0.552709931475944,0.354705063953257,2.80961270073621,-0.884511436925358,88
"6070528780",1777.93946547676,144.044733751699,-0.762722503557977,0.365110454469953,2.77516279320645,-0.97319778763161,102
"6070530330",1903.37723041952,142.336324063415,-0.121184431878453,0.37077146728084,2.66765206478921,-0.789061283409495,41
"6070531260",1748.57887965415,118.928565883041,-0.338262545117306,0.857329572822226,2.18731989562318,-3.57312236167518,19
"6070533080",2123.10649984053,136.17249091993,-1.00263344143577,0.378032565770674,2.74000426722425,-0.887472188889619,59
"6070535060",1795.11888254096,148.380440119565,-0.0655884616099138,0.27787300476525,2.81731163549157,0.916173811855031,24
"6070540610",1914.42177775148,140.801421433858,-0.257054239358564,0.343569952421997,2.72190922177393,-0.187516610954757,47
"6070542620",1993.13736388809,138.124600648718,-1.0175383219449,0.398712004687439,2.77758332548663,-0.860529651615471,40
"6070542660",1765.70401161053,145.840984352381,-0.479286019753965,0.327548609702047,2.89351115645157,-0.36032374498939,21
"6070542750",2060.74743722955,137.678388532738,-0.548158369466538,0.383152852805996,2.67060955042913,-0.81340925174544,64
"6070543860",2140.896001834,129.87339388046,0.688529166296826,0.337125179173955,2.71888944676574,1.00902597452272,30
"6070543870",1633.48275360454,146.537849064969,-1.43259084072165,0.322291507750792,2.83845257014242,-0.9170711681096,68
"6070545010",2056.80455709196,140.542158387626,-1.32584098894917,0.379214724745032,2.74569682742186,-0.747502159606419,62
"6070545100",2412.25305794065,130.198454357895,-1.05569751150944,0.401858742065661,2.6848814373367,-0.457939705156254,20
"6070546240",1756.31572435618,144.71956490533,-0.827468038717849,0.350632691468523,2.77304176558582,-0.84456425289527,93
"6070546360",1781.40360176984,144.21393781964,-1.16160230998175,0.351164410556944,2.79542182839518,-1.00241224130267,72
"6070549710",1716.2949952672,143.634069476923,-1.24038316105368,0.382179324932757,2.8795267191161,-0.664772569579856,26
"6070550000",1677.49460399509,147.011164451613,-1.43556124827678,0.34757148788966,2.83920917810682,-0.507782360594086,32
"6070550960",1823.9587074461,147.175151640786,-1.91767350055784,0.29057112607022,2.84494172350671,0.301986701152422,111
"6070551090",2075.96432775412,138.549267521053,-1.69215205462582,0.365271018454252,2.90957193163748,-0.863742035947762,20
"6070554670",2369.24270422217,145.888944304762,-0.63374983999461,0.341300681394702,2.71337785842205,-0.0756215908318754,21
"6070556550",1731.88245682532,143.103283931579,-0.184233126305428,0.28406561238702,2.93487703145692,0.342155331463718,20
"6070563830",1494.24991082963,147.577237273401,-0.511463135304032,0.291977056891624,2.83653494486765,-0.547478368074776,55
"6070564720",2499.48437893147,134.100769580087,-0.66638520788781,0.324957847195711,2.64418481195245,-0.124537978112868,22
"6070565970",1703.3058704727,146.740944573034,-1.63350510510236,0.283691738185912,2.87586630911784,0.117385791750662,90
"6070565980",1565.92040675717,147.802346715539,-0.117663467987712,0.282856560285329,2.9102559604371,0.233881729023538,57
"6070566960",2226.85462982478,143.429266326316,0.8580471925943,0.33241370449869,2.55790005976742,-0.777994662664751,20
"6070568610",3289.95692399551,153.795799666667,-0.338090537118124,0.265619778266917,2.74880404715464,0.709919556294692,13
"6070568620",2302.87494944192,142.046181955782,-0.964067437507713,0.377236466305856,2.70932779841259,-0.751036481109648,49
"6070571010",2349.56726090712,141.63395021978,0.50859677417633,0.316334095536188,2.61252560402249,-0.233656321568369,14
"6070571320",2097.93805659303,141.15566151952,-0.182022979352517,0.354895721829359,2.75586904949859,0.0653033226502371,37
"6070571500",1538.57293853379,150.830934640316,1.95067701199028,0.342998962377366,2.9085470122316,0.495318697704426,23
"6070572180",1603.06870629512,146.190892866473,-0.789014915760341,0.326852746259062,2.89613627106747,-0.0629923509898992,53
"6070572820",2106.965582551,146.237043831933,0.798402678601452,0.344727791048383,2.79038398793461,0.145694143495911,35
"6070572890",1729.49337716191,150.697686908974,0.300574497766757,0.260212367373118,2.84763341333385,0.830545713005705,40
"6070573000",1699.24625873975,147.582785880041,-1.09903754481539,0.252974873759956,2.77105557177078,0.585355352999695,77
"6070573010",2067.5504449483,147.509629125397,0.424840859955341,0.314129201112035,2.65591514723243,-0.690514283010587,36
"6070578460",1178.37342016443,153.762769794118,1.2102905306007,0.240603263476135,2.81223652764648,0.781985908404551,17
"6070579600",1619.70561062198,148.279128903666,-0.582333032084969,0.234590838317589,2.81758870059197,1.6380473247729,69
"6070579680",1479.71497299823,159.942115536232,1.27992055547194,0.141533126572216,2.92919801167915,2.26904247826875,24
"6070579750",1995.57263343765,146.337312044403,-1.08769020015768,0.284455082634102,2.80089654309342,1.13504225075438,47
"6070580010",1936.49546580202,144.519220758242,-0.106386864870315,0.225110064553982,2.81849502173961,0.892423573099082,14
"6070583870",1687.68518719723,147.751387785414,-0.839154017657548,0.28710042812372,2.87465281450597,0.506862456536361,93
"6070584010",1302.03572220908,148.08683925,1.25234916371442,0.244988327653669,2.89809049135245,0.547604567635636,8
"6070584110",1853.50468554414,152.350482654545,1.76281301728233,0.226133660481813,2.7206746804693,0.404698275873464,11
"6070586940",2614.35227602385,130.898898778226,-1.32039318882086,0.402696763812222,2.58113868923186,-1.4414499350997,32
"6070587040",1615.61094494145,147.246035995122,0.13130141386319,0.297102573952611,2.88666631150231,0.711609007694993,41
"6070588830",1550.49683141486,148.119692402116,-0.130475146068866,0.298700310923708,2.93426782797333,-0.0794610877868765,28
"6070588840",2209.47877898139,110.141593102564,-1.80009606960852,0.339682149844586,2.50674057450954,-0.672759858237692,13
"6070590040",1375.18342743065,149.243099081159,0.173421569165695,0.271309140218584,2.89704764670046,0.255929709492852,46
"6070590110",1557.49851962507,151.467633625731,0.205404106541077,0.354542984448587,2.92119950370801,-0.396252554732165,19
"6070594380",1826.81281724988,147.617592636364,0.761890360311952,0.269033450772236,2.80117971804172,0.945993085683916,34
"6070594780",1758.09888875699,142.793281788177,-0.431389754197979,0.205993664488866,2.83323641415563,1.56092494419432,29
"6070594790",1636.4752280457,151.359229193333,0.739585708935135,0.249727086552607,2.84823620948202,0.614920029468145,25
"6070595790",1911.06837608023,141.999984485507,-0.029871995477487,0.313696446387806,2.76176285559658,0.117994120124239,24
"6070596160",1623.88073659601,151.618718819048,1.63491336353178,0.321683120102262,2.90050736953773,-0.0363795297333819,36
"6070596300",1743.24821432042,145.765249829037,1.03388407068759,0.315603058509833,2.77548105371101,0.211013389382096,67
"6070596920",2203.954829068,142.527341695652,-1.85764669184738,0.348171628877696,2.78557740355043,-0.697669127573095,23
"6070598770",2250.62954932374,140.135976562771,0.498968997878293,0.322473978706087,2.69253038080103,-0.376956327880671,22
"6070599670",1820.08505123715,155.28892825974,0.960614175933977,0.314555387204998,2.79507888946016,0.217033476763424,22
"6070600090",1968.10047632855,142.701663159274,1.47686441958489,0.450858655967326,2.69615290695268,-1.06004167496037,32
"6070601510",1962.18852444349,148.665320037433,0.588935547704971,0.26180295094612,2.81348573641761,0.947846010816288,34
"6070602060",2980.9897110919,131.190466307692,-0.613996814816714,0.319047267411373,2.34147803489157,-2.20714077174983,13
"6070602170",1498.22014847213,150.091930715966,0.431985882141517,0.339015955697107,2.93372675310997,-0.340581324976764,35
"6070602430",1548.74426641945,151.053403266667,2.54523901900295,0.200300356143691,2.87661367209118,2.2418638025301,36
"6070603760",1261.11357102566,156.433004514706,1.60372296889638,0.141456157470104,3.02251086199681,1.99299850691432,17
"6070603770",1584.00212128958,147.175825531746,-0.455423046200717,0.261811610080413,2.85236432297241,0.711312661675205,28
"6070607830",2191.06319158929,145.339924011696,0.466343774567762,0.3144452271614,2.67830373523584,0.144443867874478,19
"6070608070",2490.18371876295,144.7691741,-0.429589915736044,0.253127377716813,2.60117397125593,0.10974739229126,20
"6070608080",2657.21090303467,133.737060427536,-1.75945155726032,0.253364592937152,2.53831180626592,-0.893222283078112,24
"6070608630",2593.42250123315,138.533877498462,-1.27400899194726,0.236993393999225,2.66145802694712,0.530875647055801,26
"6070608740",1687.74185523686,148.092279080842,-0.392172775151978,0.236130306274009,2.93277469333994,1.27585107131899,43
"6070609970",2785.87408147293,122.247663107143,-0.517756726453911,0.722468188858166,1.72512773152132,-3.93040225310602,8
